id, username, created_at, lng, lat, text
1253542528852213761, allenrenzo_, Fri Apr 24 04:33:23 +0000 2020, 120.892978, 14.131471, @nasshjvill Mas okay na yan kesa gabi. 
1253542529263267841, lo_ve_lyn, Fri Apr 24 04:33:23 +0000 2020, 119.403973, 11.202331, Kaos is described as a darkly comedic and contemporary reimagining of greek mythology https://t.co/FUhwDgcqb2 
1253542531368812544, Shazlinyusri__, Fri Apr 24 04:33:23 +0000 2020, 103.738877, 1.582298, Takdalah spam sampai banyak macam tu , matila kau ni.. NAMPAK SANGAT KAU TAK PENTING 🤣🤣🤣 
1253542531649818630, arisseisthename, Fri Apr 24 04:33:23 +0000 2020, 123.942861, 10.355342, Lamia ihilak oy. Kanang mahurot na akong luha ba 
1253542530869628929, NatthaweeKittk1, Fri Apr 24 04:33:23 +0000 2020, 100.502187, 13.712877, Benzac AC 2.5%,5% เป็นยาทาก่อนล้างหน้าที่ทุกคนควรมี ช่วยยับยั้งการเจริญเติบโตของเชื้อสิว การอักเสบของสิว ผลัดเซลล์… https://t.co/616G0liHAS 
1253542531742105607, integrallipat, Fri Apr 24 04:33:23 +0000 2020, 108.191476, -7.390300, Bro, asli nanya bikin instastory dalam keadaan half naked tuh maksudnya apa ya? Maaf aja nih, tb 163 cm &amp; bb 45 kg… https://t.co/x5jiluwwvd 
1253542531347824640, toko74_part, Fri Apr 24 04:33:23 +0000 2020, 106.809173, -6.244585, A1102000515 Meyle 0282710001 Thermostat 71° W124,W123,W201 isinya ajaRp100.000 per pcToko74 Mercedes BenzGunu… https://t.co/SCE6ythqNY 
1253542533231230978, lilikapriadi_3, Fri Apr 24 04:33:24 +0000 2020, 111.650000, -7.550000, Mahaban ya Ramadhan.. @ Caruban, Jawa Timur, Indonesia https://t.co/CNO6rOqE3K 
1253542533533061121, BenHakker, Fri Apr 24 04:33:24 +0000 2020, 120.345274, 23.150548, @Mc_Gareth_911 🤣🤣🤣 Et pourtant!! 
1253542533830860800, vicerylle4ever, Fri Apr 24 04:33:24 +0000 2020, 120.962806, 13.883388, https://t.co/LyES3Fxymt 
1253542535756013569, jiollibee, Fri Apr 24 04:33:24 +0000 2020, 121.062736, 14.683012, @rizzosardonicus Aww. Thanks. 🥰 
1253542536108376065, sinclairsyazwan, Fri Apr 24 04:33:24 +0000 2020, 101.552669, 3.051220, @CikAnjelina BERRAHMADAN YEHHH. Weh awat aku baru tau video ni 
